ID,Extremism_Label
2364,NON_EXTREMIST
2365,NON_EXTREMIST
2366,NON_EXTREMIST
2367,NON_EXTREMIST
2368,NON_EXTREMIST
2369,NON_EXTREMIST
2370,NON_EXTREMIST
2371,NON_EXTREMIST
2372,NON_EXTREMIST
2373,NON_EXTREMIST
2374,NON_EXTREMIST
2375,NON_EXTREMIST
2376,NON_EXTREMIST
2377,NON_EXTREMIST
2378,NON_EXTREMIST
2379,NON_EXTREMIST
2380,NON_EXTREMIST
2381,NON_EXTREMIST
2382,NON_EXTREMIST
2383,NON_EXTREMIST
2384,NON_EXTREMIST
2385,NON_EXTREMIST
2386,NON_EXTREMIST
2387,NON_EXTREMIST
2388,NON_EXTREMIST
2389,NON_EXTREMIST
2390,NON_EXTREMIST
2391,EXTREMIST
2392,NON_EXTREMIST
2393,NON_EXTREMIST
2394,NON_EXTREMIST
2395,NON_EXTREMIST
2396,NON_EXTREMIST
2397,EXTREMIST
2398,NON_EXTREMIST
2399,NON_EXTREMIST
2400,NON_EXTREMIST
2401,NON_EXTREMIST
2402,NON_EXTREMIST
2403,NON_EXTREMIST
2404,NON_EXTREMIST
2405,NON_EXTREMIST
2406,NON_EXTREMIST
2407,NON_EXTREMIST
2408,EXTREMIST
2409,NON_EXTREMIST
2410,NON_EXTREMIST
2411,EXTREMIST
2412,NON_EXTREMIST
2413,NON_EXTREMIST
2414,EXTREMIST
2415,NON_EXTREMIST
2416,NON_EXTREMIST
2417,NON_EXTREMIST
2418,NON_EXTREMIST
2419,NON_EXTREMIST
2420,NON_EXTREMIST
2421,NON_EXTREMIST
2422,NON_EXTREMIST
2423,NON_EXTREMIST
2424,NON_EXTREMIST
2425,NON_EXTREMIST
2426,NON_EXTREMIST
2427,NON_EXTREMIST
2428,NON_EXTREMIST
2429,NON_EXTREMIST
2430,NON_EXTREMIST
2431,NON_EXTREMIST
2432,NON_EXTREMIST
2433,NON_EXTREMIST
2434,NON_EXTREMIST
2435,NON_EXTREMIST
2436,NON_EXTREMIST
2437,NON_EXTREMIST
2438,NON_EXTREMIST
2439,NON_EXTREMIST
2440,NON_EXTREMIST
2441,EXTREMIST
2442,NON_EXTREMIST
2443,NON_EXTREMIST
2444,NON_EXTREMIST
2445,NON_EXTREMIST
2446,NON_EXTREMIST
2447,NON_EXTREMIST
2448,NON_EXTREMIST
2449,EXTREMIST
2450,NON_EXTREMIST
2451,NON_EXTREMIST
2452,NON_EXTREMIST
2453,EXTREMIST
2454,NON_EXTREMIST
2455,NON_EXTREMIST
2456,NON_EXTREMIST
2457,NON_EXTREMIST
2458,NON_EXTREMIST
2459,NON_EXTREMIST
2460,NON_EXTREMIST
2461,NON_EXTREMIST
2462,EXTREMIST
2463,NON_EXTREMIST
2464,NON_EXTREMIST
2465,NON_EXTREMIST
2466,NON_EXTREMIST
2467,NON_EXTREMIST
2468,NON_EXTREMIST
2469,NON_EXTREMIST
2470,NON_EXTREMIST
2471,EXTREMIST
2472,NON_EXTREMIST
2473,NON_EXTREMIST
2474,NON_EXTREMIST
2475,NON_EXTREMIST
2476,NON_EXTREMIST
2477,NON_EXTREMIST
2478,NON_EXTREMIST
2479,NON_EXTREMIST
2480,NON_EXTREMIST
2481,NON_EXTREMIST
2482,NON_EXTREMIST
2483,NON_EXTREMIST
2484,NON_EXTREMIST
2485,NON_EXTREMIST
2486,NON_EXTREMIST
2487,NON_EXTREMIST
2488,NON_EXTREMIST
2489,NON_EXTREMIST
2490,NON_EXTREMIST
2491,NON_EXTREMIST
2492,NON_EXTREMIST
2493,NON_EXTREMIST
2494,NON_EXTREMIST
2495,NON_EXTREMIST
2496,NON_EXTREMIST
2497,NON_EXTREMIST
2498,NON_EXTREMIST
2499,NON_EXTREMIST
2500,NON_EXTREMIST
2501,NON_EXTREMIST
2502,NON_EXTREMIST
2503,NON_EXTREMIST
2504,NON_EXTREMIST
2505,NON_EXTREMIST
2506,NON_EXTREMIST
2507,NON_EXTREMIST
2508,NON_EXTREMIST
2509,NON_EXTREMIST
2510,NON_EXTREMIST
2511,NON_EXTREMIST
2512,NON_EXTREMIST
2513,NON_EXTREMIST
2514,NON_EXTREMIST
2515,EXTREMIST
2516,NON_EXTREMIST
2517,NON_EXTREMIST
2518,EXTREMIST
2519,NON_EXTREMIST
2520,NON_EXTREMIST
2521,NON_EXTREMIST
2522,NON_EXTREMIST
2523,NON_EXTREMIST
2524,NON_EXTREMIST
2525,NON_EXTREMIST
2526,NON_EXTREMIST
2527,EXTREMIST
2528,NON_EXTREMIST
2529,NON_EXTREMIST
2530,EXTREMIST
2531,NON_EXTREMIST
2532,NON_EXTREMIST
2533,NON_EXTREMIST
2534,NON_EXTREMIST
2535,NON_EXTREMIST
2536,NON_EXTREMIST
2537,NON_EXTREMIST
2538,EXTREMIST
2539,EXTREMIST
2540,EXTREMIST
2541,EXTREMIST
2542,EXTREMIST
2543,EXTREMIST
2544,EXTREMIST
2545,EXTREMIST
2546,EXTREMIST
2547,EXTREMIST
2548,NON_EXTREMIST
2549,NON_EXTREMIST
2550,NON_EXTREMIST
2551,EXTREMIST
2552,EXTREMIST
2553,EXTREMIST
2554,NON_EXTREMIST
2555,EXTREMIST
2556,NON_EXTREMIST
2557,EXTREMIST
2558,EXTREMIST
2559,EXTREMIST
2560,EXTREMIST
2561,NON_EXTREMIST
2562,EXTREMIST
2563,EXTREMIST
2564,NON_EXTREMIST
2565,EXTREMIST
2566,EXTREMIST
2567,EXTREMIST
2568,EXTREMIST
2569,EXTREMIST
2570,EXTREMIST
2571,EXTREMIST
2572,EXTREMIST
2573,EXTREMIST
2574,EXTREMIST
2575,NON_EXTREMIST
2576,NON_EXTREMIST
2577,EXTREMIST
2578,EXTREMIST
2579,EXTREMIST
2580,EXTREMIST
2581,EXTREMIST
2582,EXTREMIST
2583,EXTREMIST
2584,EXTREMIST
2585,EXTREMIST
2586,EXTREMIST
2587,EXTREMIST
2588,EXTREMIST
2589,EXTREMIST
2590,NON_EXTREMIST
2591,EXTREMIST
2592,EXTREMIST
2593,EXTREMIST
2594,EXTREMIST
2595,EXTREMIST
2596,EXTREMIST
2597,EXTREMIST
2598,NON_EXTREMIST
2599,NON_EXTREMIST
2600,EXTREMIST
2601,EXTREMIST
2602,EXTREMIST
2603,NON_EXTREMIST
2604,EXTREMIST
2605,EXTREMIST
2606,EXTREMIST
2607,EXTREMIST
2608,EXTREMIST
2609,EXTREMIST
2610,EXTREMIST
2611,EXTREMIST
2612,NON_EXTREMIST
2613,EXTREMIST
2614,EXTREMIST
2615,EXTREMIST
2616,NON_EXTREMIST
2617,EXTREMIST
2618,EXTREMIST
2619,EXTREMIST
2620,EXTREMIST
2621,EXTREMIST
2622,EXTREMIST
2623,EXTREMIST
2624,EXTREMIST
2625,EXTREMIST
2626,EXTREMIST
2627,EXTREMIST
2628,NON_EXTREMIST
2629,NON_EXTREMIST
2630,EXTREMIST
2631,EXTREMIST
2632,EXTREMIST
2633,EXTREMIST
2634,EXTREMIST
2635,EXTREMIST
2636,NON_EXTREMIST
2637,NON_EXTREMIST
2638,NON_EXTREMIST
2639,EXTREMIST
2640,NON_EXTREMIST
2641,NON_EXTREMIST
2642,EXTREMIST
2643,NON_EXTREMIST
2644,EXTREMIST
2645,EXTREMIST
2646,EXTREMIST
2647,NON_EXTREMIST
2648,EXTREMIST
2649,NON_EXTREMIST
2650,EXTREMIST
2651,EXTREMIST
2652,EXTREMIST
2653,EXTREMIST
2654,EXTREMIST
2655,EXTREMIST
2656,NON_EXTREMIST
2657,NON_EXTREMIST
2658,NON_EXTREMIST
2659,EXTREMIST
2660,EXTREMIST
2661,EXTREMIST
2662,EXTREMIST
2663,EXTREMIST
2664,NON_EXTREMIST
2665,EXTREMIST
2666,NON_EXTREMIST
2667,NON_EXTREMIST
2668,EXTREMIST
2669,NON_EXTREMIST
2670,NON_EXTREMIST
2671,EXTREMIST
2672,EXTREMIST
2673,EXTREMIST
2674,EXTREMIST
2675,NON_EXTREMIST
2676,NON_EXTREMIST
2677,NON_EXTREMIST
2678,NON_EXTREMIST
2679,NON_EXTREMIST
2680,EXTREMIST
2681,NON_EXTREMIST
2682,EXTREMIST
2683,NON_EXTREMIST
2684,NON_EXTREMIST
2685,NON_EXTREMIST
2686,EXTREMIST
2687,EXTREMIST
2688,NON_EXTREMIST
2689,NON_EXTREMIST
2690,EXTREMIST
2691,NON_EXTREMIST
2692,EXTREMIST
2693,NON_EXTREMIST
2694,NON_EXTREMIST
2695,NON_EXTREMIST
2696,NON_EXTREMIST
2697,EXTREMIST
2698,NON_EXTREMIST
2699,EXTREMIST
2700,NON_EXTREMIST
2701,EXTREMIST
2702,NON_EXTREMIST
2703,EXTREMIST
2704,EXTREMIST
2705,NON_EXTREMIST
2706,EXTREMIST
2707,NON_EXTREMIST
2708,NON_EXTREMIST
2709,NON_EXTREMIST
2710,NON_EXTREMIST
2711,EXTREMIST
2712,EXTREMIST
2713,EXTREMIST
2714,NON_EXTREMIST
2715,EXTREMIST
2716,EXTREMIST
2717,EXTREMIST
2718,NON_EXTREMIST
2719,NON_EXTREMIST
2720,NON_EXTREMIST
2721,EXTREMIST
2722,NON_EXTREMIST
2723,NON_EXTREMIST
2724,NON_EXTREMIST
2725,EXTREMIST
2726,NON_EXTREMIST
2727,NON_EXTREMIST
2728,NON_EXTREMIST
2729,EXTREMIST
2730,NON_EXTREMIST
2731,NON_EXTREMIST
2732,EXTREMIST
2733,EXTREMIST
2734,NON_EXTREMIST
2735,EXTREMIST
2736,NON_EXTREMIST
2737,EXTREMIST
2738,NON_EXTREMIST
2739,EXTREMIST
2740,NON_EXTREMIST
2741,NON_EXTREMIST
2742,EXTREMIST
2743,EXTREMIST
2744,NON_EXTREMIST
2745,NON_EXTREMIST
2746,NON_EXTREMIST
2747,NON_EXTREMIST
2748,EXTREMIST
2749,EXTREMIST
2750,NON_EXTREMIST
2751,EXTREMIST
2752,NON_EXTREMIST
2753,EXTREMIST
2754,NON_EXTREMIST
2755,EXTREMIST
2756,NON_EXTREMIST
2757,EXTREMIST
2758,EXTREMIST
2759,NON_EXTREMIST
2760,NON_EXTREMIST
2761,EXTREMIST
2762,NON_EXTREMIST
2763,NON_EXTREMIST
2764,EXTREMIST
2765,NON_EXTREMIST
2766,EXTREMIST
2767,NON_EXTREMIST
2768,NON_EXTREMIST
2769,NON_EXTREMIST
2770,EXTREMIST
2771,EXTREMIST
2772,EXTREMIST
2773,EXTREMIST
2774,EXTREMIST
2775,EXTREMIST
2776,EXTREMIST
2777,EXTREMIST
2778,EXTREMIST
2779,EXTREMIST
2780,EXTREMIST
2781,EXTREMIST
2782,EXTREMIST
2783,EXTREMIST
2784,EXTREMIST
2785,EXTREMIST
2786,EXTREMIST
2787,EXTREMIST
2788,NON_EXTREMIST
2789,NON_EXTREMIST
2790,NON_EXTREMIST
2791,EXTREMIST
2792,EXTREMIST
2793,EXTREMIST
2794,EXTREMIST
2795,EXTREMIST
2796,EXTREMIST
2797,EXTREMIST
2798,NON_EXTREMIST
2799,NON_EXTREMIST
2800,EXTREMIST
2801,NON_EXTREMIST
2802,EXTREMIST
2803,EXTREMIST
2804,EXTREMIST
2805,EXTREMIST
2806,EXTREMIST
2807,EXTREMIST
2808,EXTREMIST
2809,EXTREMIST
2810,EXTREMIST
2811,EXTREMIST
2812,EXTREMIST
2813,EXTREMIST
2814,NON_EXTREMIST
2815,EXTREMIST
2816,EXTREMIST
2817,NON_EXTREMIST
2818,EXTREMIST
2819,EXTREMIST
2820,EXTREMIST
2821,EXTREMIST
2822,NON_EXTREMIST
2823,NON_EXTREMIST
2824,EXTREMIST
2825,NON_EXTREMIST
2826,EXTREMIST
2827,NON_EXTREMIST
2828,EXTREMIST
2829,EXTREMIST
2830,EXTREMIST
2831,EXTREMIST
2832,EXTREMIST
2833,EXTREMIST
2834,EXTREMIST
2835,EXTREMIST
2836,NON_EXTREMIST
2837,EXTREMIST
2838,EXTREMIST
2839,EXTREMIST
2840,NON_EXTREMIST
2841,EXTREMIST
2842,EXTREMIST
2843,EXTREMIST
2844,EXTREMIST
2845,EXTREMIST
2846,EXTREMIST
2847,EXTREMIST
2848,EXTREMIST
2849,EXTREMIST
2850,EXTREMIST
2851,EXTREMIST
2852,EXTREMIST
2853,EXTREMIST
2854,EXTREMIST
2855,EXTREMIST
2856,NON_EXTREMIST
2857,EXTREMIST
2858,EXTREMIST
2859,NON_EXTREMIST
2860,EXTREMIST
2861,EXTREMIST
2862,EXTREMIST
2863,EXTREMIST
2864,EXTREMIST
2865,NON_EXTREMIST
2866,EXTREMIST
2867,EXTREMIST
2868,NON_EXTREMIST
2869,EXTREMIST
2870,EXTREMIST
2871,EXTREMIST
2872,EXTREMIST
2873,NON_EXTREMIST
2874,EXTREMIST
2875,EXTREMIST
2876,EXTREMIST
2877,EXTREMIST
2878,EXTREMIST
2879,EXTREMIST
2880,EXTREMIST
2881,EXTREMIST
2882,EXTREMIST
2883,EXTREMIST
2884,EXTREMIST
2885,NON_EXTREMIST
2886,EXTREMIST
2887,NON_EXTREMIST
2888,EXTREMIST
2889,EXTREMIST
2890,EXTREMIST
2891,NON_EXTREMIST
2892,EXTREMIST
2893,EXTREMIST
2894,EXTREMIST
2895,EXTREMIST
2896,EXTREMIST
2897,EXTREMIST
2898,EXTREMIST
2899,EXTREMIST
2900,EXTREMIST
2901,EXTREMIST
2902,EXTREMIST
2903,EXTREMIST
2904,EXTREMIST
2905,EXTREMIST
2906,EXTREMIST
2907,EXTREMIST
2908,NON_EXTREMIST
2909,NON_EXTREMIST
2910,EXTREMIST
2911,NON_EXTREMIST
2912,EXTREMIST
2913,EXTREMIST
2914,NON_EXTREMIST
2915,EXTREMIST
2916,EXTREMIST
2917,NON_EXTREMIST
2918,EXTREMIST
2919,NON_EXTREMIST
2920,NON_EXTREMIST
2921,EXTREMIST
2922,EXTREMIST
2923,NON_EXTREMIST
2924,NON_EXTREMIST
2925,EXTREMIST
2926,EXTREMIST
2927,EXTREMIST
2928,EXTREMIST
2929,EXTREMIST
2930,EXTREMIST
2931,EXTREMIST
2932,EXTREMIST
2933,EXTREMIST
2934,EXTREMIST
2935,EXTREMIST
2936,EXTREMIST
2937,EXTREMIST
2938,EXTREMIST
2939,EXTREMIST
2940,EXTREMIST
2941,EXTREMIST
2942,EXTREMIST
2943,EXTREMIST
2944,EXTREMIST
2945,EXTREMIST
2946,EXTREMIST
2947,EXTREMIST
2948,NON_EXTREMIST
2949,EXTREMIST
2950,EXTREMIST
2951,EXTREMIST
2952,EXTREMIST
2953,EXTREMIST
2954,EXTREMIST
2955,EXTREMIST
2956,NON_EXTREMIST
2957,EXTREMIST
2958,EXTREMIST
2959,EXTREMIST
2960,EXTREMIST
2961,EXTREMIST
2962,NON_EXTREMIST
2963,EXTREMIST
2964,NON_EXTREMIST
2965,EXTREMIST
2966,EXTREMIST
2967,EXTREMIST
2968,EXTREMIST
2969,EXTREMIST
2970,EXTREMIST
2971,EXTREMIST
2972,EXTREMIST
2973,EXTREMIST
2974,NON_EXTREMIST
2975,NON_EXTREMIST
2976,EXTREMIST
2977,EXTREMIST
2978,EXTREMIST
2979,EXTREMIST
2980,EXTREMIST
2981,EXTREMIST
2982,EXTREMIST
2983,EXTREMIST
2984,EXTREMIST
2985,EXTREMIST
2986,EXTREMIST
2987,EXTREMIST
2988,EXTREMIST
2989,NON_EXTREMIST
2990,EXTREMIST
2991,EXTREMIST
2992,EXTREMIST
2993,EXTREMIST
2994,EXTREMIST
2995,NON_EXTREMIST
2996,EXTREMIST
2997,EXTREMIST
2998,EXTREMIST
2999,EXTREMIST
3000,EXTREMIST
